GeneName	MGI_id	FeatureType	HumanGeneName
Gm34128	MGI:5593287	Gene	
Gm34130	MGI:5593289	Gene	
Gm34132	MGI:5593291	Gene	
Gm34133	MGI:5593292	Gene	
Gm34136	MGI:5593295	Gene	
Gm34138	MGI:5593297	Gene	
Gm34139	MGI:5593298	Pseudogene	
Gm34140	MGI:5593299	Gene	
Gm34144	MGI:5593303	Pseudogene	
Gm34145	MGI:5593304	Gene	
Gm34147	MGI:5593306	Gene	
Gm34148	MGI:5593307	Gene	
Gm34149	MGI:5593308	Pseudogene	
Gm34150	MGI:5593309	Gene	
Gm34152	MGI:5593311	Gene	
Gm34154	MGI:5593313	Gene	
Gm34155	MGI:5593314	Gene	
Gm34156	MGI:5593315	Gene	
Gm34157	MGI:5593316	Gene	
Gm34158	MGI:5593317	Gene	
Gm34159	MGI:5593318	Gene	
Gm34162	MGI:5593321	Gene	
Gm34165	MGI:5593324	Pseudogene	
Gm34169	MGI:5593328	Pseudogene	
Gm34170	MGI:5593329	Gene	
Gm34172	MGI:5593331	Gene	
Gm34173	MGI:5593332	Gene	
Gm34175	MGI:5593334	Gene	
Gm34176	MGI:5593335	Pseudogene	
Gm34177	MGI:5593336	Gene	
Gm34178	MGI:5593337	Gene	
Gm34179	MGI:5593338	Gene	
Gm34180	MGI:5593339	Gene	
Gm34181	MGI:5593340	Gene	
Gm34182	MGI:5593341	Gene	
Gm34184	MGI:5593343	Gene	
Gm34185	MGI:5593344	Gene	
Gm34186	MGI:5593345	Gene	
Gm34189	MGI:5593348	Gene	
Gm34193	MGI:5593352	Gene	
Gm34194	MGI:5593353	Gene	
Gm34196	MGI:5593355	Gene	
Gm34197	MGI:5593356	Gene	
Gm34198	MGI:5593357	Gene	
Gm34199	MGI:5593358	Gene	
Gm34201	MGI:5593360	Gene	
Gm34205	MGI:5593364	Gene	
Gm34207	MGI:5593366	Gene	
Gm34208	MGI:5593367	Gene	
Gm34210	MGI:5593369	Pseudogene	
Gm34211	MGI:5593370	Gene	
Gm34213	MGI:5593372	Gene	
Gm34215	MGI:5593374	Gene	
Gm34217	MGI:5593376	Gene	
Gm34218	MGI:5593377	Gene	
Gm34220	MGI:5593379	Gene	
Gm34222	MGI:5593381	Gene	
Gm34223	MGI:5593382	Gene	
Gm34224	MGI:5593383	Pseudogene	
Gm34225	MGI:5593384	Gene	
Gm34226	MGI:5593385	Gene	
Gm34229	MGI:5593388	Gene	
Gm34231	MGI:5593390	Gene	
Gm34232	MGI:5593391	Gene	
Gm34233	MGI:5593392	Gene	
Gm34235	MGI:5593394	Gene	
Gm34237	MGI:5593396	Gene	
Gm34240	MGI:5593399	Gene	
Gm34244	MGI:5593403	Gene	
Gm34245	MGI:5593404	Gene	
Gm34246	MGI:5593405	Gene	
Gm34248	MGI:5593407	Pseudogene	
Gm34249	MGI:5593408	Gene	
Gm34250	MGI:5593409	Gene	
Gm34252	MGI:5593411	Gene	
Gm34253	MGI:5593412	Gene	
Gm34254	MGI:5593413	Gene	
Gm34255	MGI:5593414	Gene	
Gm34256	MGI:5593415	Gene	
Gm34258	MGI:5593417	Pseudogene	
Gm34259	MGI:5593418	Gene	
Gm34263	MGI:5593422	Gene	
Gm34264	MGI:5593423	Gene	
Gm34265	MGI:5593424	Gene	
Gm34266	MGI:5593425	Pseudogene	
Gm34267	MGI:5593426	Gene	
Gm34268	MGI:5593427	Gene	
Gm34269	MGI:5593428	Gene	
Gm34272	MGI:5593431	Pseudogene	
Gm34274	MGI:5593433	Pseudogene	
Gm34276	MGI:5593435	Gene	
Gm34278	MGI:5593437	Gene	
Gm34280	MGI:5593439	Gene	
Gm34281	MGI:5593440	Gene	
Gm34282	MGI:5593441	Gene	
Gm34283	MGI:5593442	Gene	
Gm34284	MGI:5593443	Gene	
Gm34286	MGI:5593445	Gene	
Gm34287	MGI:5593446	Pseudogene	
Gm34288	MGI:5593447	Gene	
Gm34289	MGI:5593448	Gene	
Gm34290	MGI:5593449	Gene	
Gm34291	MGI:5593450	Gene	
Gm34292	MGI:5593451	Gene	
Gm34293	MGI:5593452	Gene	
Gm34294	MGI:5593453	Gene	
Gm34295	MGI:5593454	Gene	
Gm34296	MGI:5593455	Gene	
Gm34297	MGI:5593456	Gene	
Gm34298	MGI:5593457	Gene	
Gm34299	MGI:5593458	Gene	
Gm34300	MGI:5593459	Gene	
Gm34301	MGI:5593460	Gene	
Strit1	MGI:5593461	Gene	STRIT1
Gm34303	MGI:5593462	Pseudogene	
Gm34304	MGI:5593463	Gene	
Gm34305	MGI:5593464	Gene	
Gm34306	MGI:5593465	Gene	
Gm34307	MGI:5593466	Gene	
Gm34312	MGI:5593471	Gene	
Gm34314	MGI:5593473	Pseudogene	
Gm34315	MGI:5593474	Gene	
Gm34316	MGI:5593475	Gene	
Gm34317	MGI:5593476	Gene	
Gm34319	MGI:5593478	Gene	
Gm34320	MGI:5593479	Gene	
Gm34321	MGI:5593480	Gene	
Gm34322	MGI:5593481	Gene	
Gm34323	MGI:5593482	Gene	
Gm34324	MGI:5593483	Gene	
Gm34325	MGI:5593484	Gene	
Gm34326	MGI:5593485	Gene	
Gm34327	MGI:5593486	Gene	
Gm34328	MGI:5593487	Gene	
Gm34331	MGI:5593490	Gene	
Gm34332	MGI:5593491	Gene	
Gm34333	MGI:5593492	Gene	
Gm34335	MGI:5593494	Gene	
Gm34336	MGI:5593495	Gene	
Gm34337	MGI:5593496	Gene	
Gm34340	MGI:5593499	Gene	
Gm34342	MGI:5593501	Gene	
Gm34343	MGI:5593502	Gene	
Gm34344	MGI:5593503	Gene	
Gm34345	MGI:5593504	Gene	
Gm34346	MGI:5593505	Gene	
Gm34347	MGI:5593506	Gene	
Gm34348	MGI:5593507	Gene	
Gm34349	MGI:5593508	Gene	
Gm34350	MGI:5593509	Gene	
Gm34352	MGI:5593511	Gene	
Gm34353	MGI:5593512	Gene	
Gm34354	MGI:5593513	Gene	
Gm34358	MGI:5593517	Gene	
Gm34360	MGI:5593519	Gene	
Gm34361	MGI:5593520	Gene	
Gm34362	MGI:5593521	Gene	
Gm34365	MGI:5593524	Gene	
Gm34366	MGI:5593525	Gene	
Gm34368	MGI:5593527	Gene	
Gm34369	MGI:5593528	Gene	
Gm34370	MGI:5593529	Gene	
Gm34371	MGI:5593530	Gene	
Gm34372	MGI:5593531	Gene	
Gm34375	MGI:5593534	Gene	
Gm34376	MGI:5593535	Gene	
Gm34379	MGI:5593538	Pseudogene	
Gm34381	MGI:5593540	Gene	
Gm34385	MGI:5593544	Gene	
Gm34388	MGI:5593547	Gene	
Gm34389	MGI:5593548	Gene	
Gm34391	MGI:5593550	Pseudogene	
Gm34396	MGI:5593555	Pseudogene	
Gm34397	MGI:5593556	Gene	
Gm34401	MGI:5593560	Gene	
Gm34402	MGI:5593561	Gene	
Gm34403	MGI:5593562	Gene	
Gm34405	MGI:5593564	Gene	
Gm34406	MGI:5593565	Gene	
Gm34407	MGI:5593566	Gene	
Gm34408	MGI:5593567	Gene	
Gm34409	MGI:5593568	Gene	
Gm34411	MGI:5593570	Gene	
Gm34412	MGI:5593571	Gene	
Gm34413	MGI:5593572	Gene	
Gm34414	MGI:5593573	Gene	
Gm34415	MGI:5593574	Pseudogene	
Gm34416	MGI:5593575	Gene	
Gm34417	MGI:5593576	Pseudogene	
Gm34418	MGI:5593577	Gene	
Gm34419	MGI:5593578	Gene	
Gm34420	MGI:5593579	Gene	
Gm34421	MGI:5593580	Gene	
Gm34423	MGI:5593582	Pseudogene	
Gm34424	MGI:5593583	Gene	
Gm34425	MGI:5593584	Gene	
Gm34426	MGI:5593585	Gene	
Gm34428	MGI:5593587	Gene	
Gm34430	MGI:5593589	Gene	
Gm34432	MGI:5593591	Pseudogene	
Gm34434	MGI:5593593	Gene	
Gm34439	MGI:5593598	Gene	
Gm34440	MGI:5593599	Pseudogene	
Gm34441	MGI:5593600	Gene	
Gm34442	MGI:5593601	Gene	
Gm34444	MGI:5593603	Gene	
Gm34445	MGI:5593604	Gene	
Gm34446	MGI:5593605	Gene	
Gm34448	MGI:5593607	Gene	
Gm34450	MGI:5593609	Gene	
Gm34451	MGI:5593610	Gene	
Gm34455	MGI:5593614	Gene	
Gm34457	MGI:5593616	Gene	
Gm34458	MGI:5593617	Gene	
Gm34459	MGI:5593618	Gene	
Gm34464	MGI:5593623	Gene	
Gm34465	MGI:5593624	Pseudogene	
Gm34466	MGI:5593625	Gene	
Gm34468	MGI:5593627	Gene	
Gm34469	MGI:5593628	Gene	
Gm34470	MGI:5593629	Gene	
Gm34471	MGI:5593630	Gene	
Gm34472	MGI:5593631	Gene	
Gm34474	MGI:5593633	Gene	
Gm34475	MGI:5593634	Gene	
Gm34476	MGI:5593635	Gene	
Gm34477	MGI:5593636	Gene	
Gm34481	MGI:5593640	Gene	
Gm34482	MGI:5593641	Gene	
Gm34483	MGI:5593642	Gene	
Gm34484	MGI:5593643	Gene	
Gm34486	MGI:5593645	Gene	
Gm34488	MGI:5593647	Gene	
Gm34489	MGI:5593648	Gene	
Gm34490	MGI:5593649	Gene	
Gm34493	MGI:5593652	Gene	
Gm34496	MGI:5593655	Gene	
Gm34499	MGI:5593658	Gene	
Gm34500	MGI:5593659	Gene	
Gm34501	MGI:5593660	Gene	
Gm34502	MGI:5593661	Gene	
Gm34503	MGI:5593662	Gene	
Gm34507	MGI:5593666	Gene	
Gm34510	MGI:5593669	Gene	
Gm34513	MGI:5593672	Gene	
Gm34514	MGI:5593673	Gene	
Gm34515	MGI:5593674	Gene	
Gm34516	MGI:5593675	Gene	
Gm34517	MGI:5593676	Gene	
Gm34521	MGI:5593680	Gene	
Gm34522	MGI:5593681	Gene	
Gm34523	MGI:5593682	Gene	
Gm34526	MGI:5593685	Gene	
Gm34527	MGI:5593686	Gene	
Gm34528	MGI:5593687	Gene	
Gm34529	MGI:5593688	Gene	
Gm34531	MGI:5593690	Gene	
Gm34533	MGI:5593692	Gene	
Gm34535	MGI:5593694	Gene	
Gm34536	MGI:5593695	Gene	
Gm34538	MGI:5593697	Gene	
Gm34542	MGI:5593701	Gene	
Gm34544	MGI:5593703	Gene	
Gm34545	MGI:5593704	Gene	
Gm34548	MGI:5593707	Gene	
Gm34549	MGI:5593708	Gene	
Gm34550	MGI:5593709	Gene	
Gm34552	MGI:5593711	Gene	
Gm34554	MGI:5593713	Gene	
Gm34557	MGI:5593716	Gene	
Gm34558	MGI:5593717	Gene	
Gm34560	MGI:5593719	Gene	
Gm34561	MGI:5593720	Gene	
Gm34562	MGI:5593721	Gene	
Gm34563	MGI:5593722	Gene	
Gm34566	MGI:5593725	Gene	
Gm34567	MGI:5593726	Gene	
Gm34568	MGI:5593727	Gene	
Gm34571	MGI:5593730	Gene	
Gm34572	MGI:5593731	Gene	
Gm34574	MGI:5593733	Gene	
Gm34576	MGI:5593735	Gene	
Gm34577	MGI:5593736	Gene	
Gm34581	MGI:5593740	Gene	
Gm34582	MGI:5593741	Gene	
Gm34583	MGI:5593742	Gene	
Gm34584	MGI:5593743	Gene	
Gm34585	MGI:5593744	Gene	
Gm34586	MGI:5593745	Gene	
Gm34588	MGI:5593747	Gene	
Gm34589	MGI:5593748	Gene	
Gm34590	MGI:5593749	Gene	
Gm34591	MGI:5593750	Gene	
Gm34593	MGI:5593752	Gene	
Gm34595	MGI:5593754	Gene	
Gm34596	MGI:5593755	Gene	
Gm34597	MGI:5593756	Gene	
Gm34598	MGI:5593757	Gene	
Gm34599	MGI:5593758	Gene	
Gm34602	MGI:5593761	Gene	
Gm34605	MGI:5593764	Gene	
Gm34606	MGI:5593765	Gene	
Gm34607	MGI:5593766	Gene	
Gm34608	MGI:5593767	Gene	
Gm34609	MGI:5593768	Gene	
Gm34611	MGI:5593770	Gene	
Gm34612	MGI:5593771	Gene	
Gm34613	MGI:5593772	Gene	
Gm34616	MGI:5593775	Gene	
Gm34617	MGI:5593776	Gene	
Gm34618	MGI:5593777	Gene	
Gm34619	MGI:5593778	Gene	
Gm34620	MGI:5593779	Gene	
Gm34621	MGI:5593780	Gene	
Gm34622	MGI:5593781	Gene	
Gm34623	MGI:5593782	Gene	
Gm34624	MGI:5593783	Gene	
Gm34625	MGI:5593784	Gene	
Gm34627	MGI:5593786	Gene	
Gm34628	MGI:5593787	Gene	
Gm34629	MGI:5593788	Gene	
Gm34630	MGI:5593789	Gene	
Gm34632	MGI:5593791	Gene	
Gm34633	MGI:5593792	Gene	
Gm34636	MGI:5593795	Gene	
Gm34637	MGI:5593796	Gene	
Gm34639	MGI:5593798	Gene	
Gm34640	MGI:5593799	Gene	
Gm34641	MGI:5593800	Gene	
Gm34642	MGI:5593801	Gene	
Gm34643	MGI:5593802	Gene	
Gm34644	MGI:5593803	Gene	
Gm34645	MGI:5593804	Gene	
Gm34646	MGI:5593805	Gene	
Gm34647	MGI:5593806	Gene	
Gm34648	MGI:5593807	Gene	
Gm34649	MGI:5593808	Gene	
Gm34650	MGI:5593809	Gene	
Gm34651	MGI:5593810	Gene	
Gm34652	MGI:5593811	Gene	
B3galt9	MGI:5593812	Gene	B3GALT9
Gm34654	MGI:5593813	Gene	
Gm34655	MGI:5593814	Gene	
Gm34657	MGI:5593816	Gene	
Gm34658	MGI:5593817	Pseudogene	
Gm34659	MGI:5593818	Gene	
Gm34661	MGI:5593820	Gene	
Gm34662	MGI:5593821	Gene	
Gm34664	MGI:5593823	Gene	
Gm34666	MGI:5593825	Gene	
Gm34667	MGI:5593826	Gene	
Gm34669	MGI:5593828	Gene	
Gm34672	MGI:5593831	Gene	
Gm34675	MGI:5593834	Gene	
Gm34677	MGI:5593836	Gene	
Gm34678	MGI:5593837	Gene	
Gm34679	MGI:5593838	Gene	
Gm34680	MGI:5593839	Gene	
Gm34684	MGI:5593843	Gene	
Gm34686	MGI:5593845	Gene	
Gm34687	MGI:5593846	Gene	
Gm34688	MGI:5593847	Gene	
Gm34689	MGI:5593848	Gene	
Gm34693	MGI:5593852	Gene	
Gm34696	MGI:5593855	Gene	
Gm34697	MGI:5593856	Gene	
Gm34698	MGI:5593857	Gene	
Gm34699	MGI:5593858	Gene	
Gm34700	MGI:5593859	Gene	
Gm34701	MGI:5593860	Gene	
Gm34702	MGI:5593861	Gene	
Gm34703	MGI:5593862	Gene	
Gm34704	MGI:5593863	Gene	
Gm34705	MGI:5593864	Gene	
Gm34712	MGI:5593871	Gene	
Gm34716	MGI:5593875	Gene	
Gm34718	MGI:5593877	Gene	
Gm34719	MGI:5593878	Gene	
Gm34721	MGI:5593880	Gene	
Gm34722	MGI:5593881	Gene	
Gm34724	MGI:5593883	Gene	
Gm34725	MGI:5593884	Gene	
Gm34726	MGI:5593885	Gene	
Gm34727	MGI:5593886	Pseudogene	
Gm34728	MGI:5593887	Gene	
Gm34730	MGI:5593889	Gene	
Gm34732	MGI:5593891	Gene	
Gm34733	MGI:5593892	Gene	
Gm34735	MGI:5593894	Gene	
Gm34736	MGI:5593895	Gene	
Gm34738	MGI:5593897	Gene	
Gm34739	MGI:5593898	Gene	
Gm34740	MGI:5593899	Gene	
Gm34741	MGI:5593900	Gene	
Gm34743	MGI:5593902	Pseudogene	
Gm34744	MGI:5593903	Gene	
Gm34745	MGI:5593904	Gene	
Gm34746	MGI:5593905	Gene	
Gm34749	MGI:5593908	Gene	
Gm34751	MGI:5593910	Gene	
Gm34752	MGI:5593911	Gene	
Gm34753	MGI:5593912	Gene	
Gm34754	MGI:5593913	Gene	
Gm34755	MGI:5593914	Gene	
Gm34756	MGI:5593915	Gene	
Gm34757	MGI:5593916	Gene	
Gm34758	MGI:5593917	Gene	
Gm34759	MGI:5593918	Gene	
Gm34760	MGI:5593919	Gene	
Gm34762	MGI:5593921	Gene	
Gm34764	MGI:5593923	Gene	
Gm34765	MGI:5593924	Gene	
Gm34766	MGI:5593925	Gene	
Gm34767	MGI:5593926	Pseudogene	
Gm34768	MGI:5593927	Pseudogene	
Gm34769	MGI:5593928	Gene	
Gm34770	MGI:5593929	Gene	
Gm34771	MGI:5593930	Gene	
Gm34772	MGI:5593931	Gene	
Gm34773	MGI:5593932	Gene	
Gm34776	MGI:5593935	Gene	
Gm34777	MGI:5593936	Gene	
Gm34779	MGI:5593938	Pseudogene	
Gm34780	MGI:5593939	Gene	
Gm34782	MGI:5593941	Gene	
Gm34783	MGI:5593942	Pseudogene	
Gm34784	MGI:5593943	Gene	
Gm34785	MGI:5593944	Gene	
Gm34788	MGI:5593947	Gene	
Gm34790	MGI:5593949	Gene	
Gm34793	MGI:5593952	Gene	
Gm34794	MGI:5593953	Gene	
Gm34795	MGI:5593954	Gene	
Gm34797	MGI:5593956	Gene	
Gm34799	MGI:5593958	Gene	
Gm34801	MGI:5593960	Gene	
Gm34802	MGI:5593961	Gene	
Gm34804	MGI:5593963	Gene	
Gm34805	MGI:5593964	Gene	
Gm34806	MGI:5593965	Gene	
Gm34808	MGI:5593967	Gene	
Gm34809	MGI:5593968	Gene	
Gm34811	MGI:5593970	Gene	
Gm34816	MGI:5593975	Gene	
Gm34818	MGI:5593977	Pseudogene	
Gm34819	MGI:5593978	Gene	
Gm34820	MGI:5593979	Gene	
Gm34821	MGI:5593980	Gene	
Gm34822	MGI:5593981	Gene	
Gm34823	MGI:5593982	Gene	
Gm34825	MGI:5593984	Gene	
Gm34826	MGI:5593985	Gene	
Gm34828	MGI:5593987	Gene	
Gm34829	MGI:5593988	Gene	
Gm34833	MGI:5593992	Gene	
Gm34836	MGI:5593995	Gene	
Gm34837	MGI:5593996	Gene	
Gm34838	MGI:5593997	Gene	
Gm34844	MGI:5594003	Gene	
Gm34845	MGI:5594004	Gene	
Gm34846	MGI:5594005	Gene	
Gm34847	MGI:5594006	Gene	
Gm34848	MGI:5594007	Gene	
Gm34849	MGI:5594008	Gene	
Gm34850	MGI:5594009	Gene	
Gm34851	MGI:5594010	Gene	
Gm34853	MGI:5594012	Gene	
Gm34854	MGI:5594013	Gene	
Gm34857	MGI:5594016	Gene	
Gm34858	MGI:5594017	Gene	
Gm34861	MGI:5594020	Gene	
Gm34863	MGI:5594022	Gene	
Gm34865	MGI:5594024	Gene	
Gm34866	MGI:5594025	Gene	
Gm34868	MGI:5594027	Gene	
Gm34869	MGI:5594028	Gene	
Gm34871	MGI:5594030	Gene	
Gm34872	MGI:5594031	Gene	
Gm34873	MGI:5594032	Gene	
Gm34874	MGI:5594033	Gene	
Gm34877	MGI:5594036	Gene	
Gm34878	MGI:5594037	Gene	
Gm34880	MGI:5594039	Gene	
Gm34881	MGI:5594040	Gene	
Gm34882	MGI:5594041	Gene	
Gm34883	MGI:5594042	Gene	
Gm34885	MGI:5594044	Gene	
Gm34889	MGI:5594048	Gene	
Gm34891	MGI:5594050	Gene	
Gm34894	MGI:5594053	Gene	
Gm34895	MGI:5594054	Gene	
Gm34902	MGI:5594061	Gene	
Gm34903	MGI:5594062	Gene	
Gm34905	MGI:5594064	Gene	
Gm34907	MGI:5594066	Gene	
Gm34908	MGI:5594067	Gene	
Gm34911	MGI:5594070	Gene	
Gm34912	MGI:5594071	Gene	
Gm34916	MGI:5594075	Gene	
Gm34917	MGI:5594076	Gene	
Gm34921	MGI:5594080	Gene	
Gm34922	MGI:5594081	Gene	
Gm34923	MGI:5594082	Gene	
Gm34924	MGI:5594083	Gene	
Gm34931	MGI:5594090	Gene	
Gm34933	MGI:5594092	Gene	
Gm34934	MGI:5594093	Gene	
Gm34938	MGI:5594097	Gene	
Gm34939	MGI:5594098	Gene	
Gm34941	MGI:5594100	Gene	
Gm34945	MGI:5594104	Gene	
Gm34947	MGI:5594106	Gene	
Gm34948	MGI:5594107	Gene	
Gm34949	MGI:5594108	Pseudogene	
Gm34952	MGI:5594111	Gene	
Gm34957	MGI:5594116	Gene	
Gm34960	MGI:5594119	Gene	
Gm34961	MGI:5594120	Gene	
Gm34962	MGI:5594121	Pseudogene	
Gm34963	MGI:5594122	Gene	
Gm34964	MGI:5594123	Gene	
Gm34965	MGI:5594124	Gene	
Gm34967	MGI:5594126	Pseudogene	
Gm34968	MGI:5594127	Gene	
Gm34969	MGI:5594128	Gene	
Gm34972	MGI:5594131	Gene	
Gm34973	MGI:5594132	Gene	
Gm34974	MGI:5594133	Gene	
Gm34978	MGI:5594137	Gene	
Gm34979	MGI:5594138	Gene	
Gm34980	MGI:5594139	Gene	
Gm34981	MGI:5594140	Pseudogene	
Gm34982	MGI:5594141	Gene	
Gm34983	MGI:5594142	Gene	
Gm34988	MGI:5594147	Gene	
Gm34991	MGI:5594150	Gene	
Gm34992	MGI:5594151	Gene	
Gm34994	MGI:5594153	Gene	
Gm34995	MGI:5594154	Gene	
Gm34996	MGI:5594155	Gene	
Gm34997	MGI:5594156	Gene	
Gm34998	MGI:5594157	Gene	
Gm34999	MGI:5594158	Gene	
Gm35002	MGI:5594161	Gene	
Gm35004	MGI:5594163	Gene	
Gm35007	MGI:5594166	Gene	
Gm35008	MGI:5594167	Gene	
Gm35010	MGI:5594169	Pseudogene	
Gm35012	MGI:5594171	Gene	
Gm35013	MGI:5594172	Pseudogene	
Gm35017	MGI:5594176	Gene	
Gm35018	MGI:5594177	Gene	
Gm35019	MGI:5594178	Gene	
Gm35021	MGI:5594180	Gene	
Gm35023	MGI:5594182	Gene	
Gm35024	MGI:5594183	Gene	
Gm35025	MGI:5594184	Gene	
Gm35028	MGI:5594187	Gene	
Gm35031	MGI:5594190	Gene	
Gm35033	MGI:5594192	Gene	
Gm35034	MGI:5594193	Gene	
Gm35035	MGI:5594194	Gene	
Gm35037	MGI:5594196	Gene	
Gm35039	MGI:5594198	Gene	
Gm35040	MGI:5594199	Gene	
Gm35041	MGI:5594200	Gene	
Gm35048	MGI:5594207	Gene	
Gm35049	MGI:5594208	Gene	
Gm35051	MGI:5594210	Gene	
Gm35055	MGI:5594214	Gene	
Gm35058	MGI:5594217	Gene	
Gm35060	MGI:5594219	Gene	TEX51
Gm35061	MGI:5594220	Pseudogene	
Gm35062	MGI:5594221	Gene	
Gm35063	MGI:5594222	Gene	
Gm35065	MGI:5594224	Gene	
Gm35066	MGI:5594225	Gene	
Gm35067	MGI:5594226	Pseudogene	
Gm35070	MGI:5594229	Gene	
Gm35071	MGI:5594230	Gene	
Gm35073	MGI:5594232	Gene	
Gm35074	MGI:5594233	Gene	
Gm35076	MGI:5594235	Gene	
Gm35077	MGI:5594236	Gene	
Gm35078	MGI:5594237	Gene	
Gm35079	MGI:5594238	Gene	
Gm35081	MGI:5594240	Gene	
Gm35082	MGI:5594241	Gene	
Gm35083	MGI:5594242	Gene	
Gm35087	MGI:5594246	Gene	
Gm35089	MGI:5594248	Gene	
Gm35090	MGI:5594249	Gene	
Gm35091	MGI:5594250	Gene	
Gm35097	MGI:5594256	Gene	
Gm35098	MGI:5594257	Gene	
Gm35099	MGI:5594258	Gene	
Gm35101	MGI:5594260	Gene	
Gm35102	MGI:5594261	Gene	
Gm35104	MGI:5594263	Gene	
Gm35105	MGI:5594264	Gene	
Gm35106	MGI:5594265	Pseudogene	
Gm35107	MGI:5594266	Gene	
Gm35108	MGI:5594267	Pseudogene	
Gm35109	MGI:5594268	Gene	
Gm35110	MGI:5594269	Gene	
Gm35111	MGI:5594270	Gene	
Gm35112	MGI:5594271	Gene	
Gm35113	MGI:5594272	Gene	
Gm35116	MGI:5594275	Gene	
Gm35117	MGI:5594276	Gene	
Gm35118	MGI:5594277	Gene	
Gm35120	MGI:5594279	Gene	
Gm35123	MGI:5594282	Gene	
Gm35125	MGI:5594284	Gene	
Gm35126	MGI:5594285	Gene	
Gm35129	MGI:5594288	Gene	
Gm35130	MGI:5594289	Gene	
Gm35131	MGI:5594290	Gene	
Gm35133	MGI:5594292	Gene	
Gm35134	MGI:5594293	Gene	
Gm35135	MGI:5594294	Gene	
Gm35136	MGI:5594295	Gene	
Gm35137	MGI:5594296	Gene	
Gm35139	MGI:5594298	Pseudogene	
Gm35141	MGI:5594300	Gene	
Gm35143	MGI:5594302	Gene	
Gm35144	MGI:5594303	Pseudogene	
Gm35145	MGI:5594304	Gene	
Gm35147	MGI:5594306	Gene	
Gm35148	MGI:5594307	Gene	
Gm35149	MGI:5594308	Gene	
Gm35150	MGI:5594309	Gene	
Gm35152	MGI:5594311	Gene	
Gm35154	MGI:5594313	Gene	
Gm35155	MGI:5594314	Gene	
Gm35158	MGI:5594317	Gene	
Gm35160	MGI:5594319	Pseudogene	
Gm35161	MGI:5594320	Gene	
Gm35162	MGI:5594321	Gene	
Gm35163	MGI:5594322	Gene	
Gm35164	MGI:5594323	Gene	
Gm35165	MGI:5594324	Gene	
Gm35166	MGI:5594325	Gene	
Gm35167	MGI:5594326	Gene	
Gm35169	MGI:5594328	Gene	
Gm35170	MGI:5594329	Gene	
Gm35171	MGI:5594330	Gene	
Gm35172	MGI:5594331	Gene	
Gm35174	MGI:5594333	Gene	
Gm35176	MGI:5594335	Gene	
Gm35177	MGI:5594336	Gene	
Gm35179	MGI:5594338	Gene	
Gm35180	MGI:5594339	Gene	
Gm35181	MGI:5594340	Gene	
Gm35182	MGI:5594341	Gene	
Gm35183	MGI:5594342	Gene	
Gm35184	MGI:5594343	Gene	
Gm35185	MGI:5594344	Gene	
Gm35186	MGI:5594345	Gene	
Gm35187	MGI:5594346	Gene	
Gm35188	MGI:5594347	Gene	
Gm35189	MGI:5594348	Gene	
Gm35190	MGI:5594349	Gene	
Gm35191	MGI:5594350	Gene	
Gm35192	MGI:5594351	Gene	
Gm35193	MGI:5594352	Gene	
Gm35194	MGI:5594353	Gene	
Gm35195	MGI:5594354	Gene	
Gm35196	MGI:5594355	Gene	
Gm35197	MGI:5594356	Gene	
Gm35198	MGI:5594357	Gene	
Gm35200	MGI:5594359	Gene	
Gm35201	MGI:5594360	Gene	
Gm35202	MGI:5594361	Gene	
Gm35203	MGI:5594362	Gene	
Gm35204	MGI:5594363	Gene	
Gm35206	MGI:5594365	Gene	
Gm35208	MGI:5594367	Gene	
Gm35209	MGI:5594368	Gene	
Gm35210	MGI:5594369	Pseudogene	
Gm35212	MGI:5594371	Pseudogene	
Gm35215	MGI:5594374	Gene	
Gm35216	MGI:5594375	Gene	
Gm35217	MGI:5594376	Gene	
Gm35218	MGI:5594377	Gene	
Gm35219	MGI:5594378	Gene	
Gm35222	MGI:5594381	Gene	
Gm35223	MGI:5594382	Gene	
Gm35225	MGI:5594384	Gene	
Gm35227	MGI:5594386	Gene	
Gm35228	MGI:5594387	Gene	
Gm35229	MGI:5594388	Gene	
Gm35231	MGI:5594390	Gene	
Gm35232	MGI:5594391	Pseudogene	
Gm35235	MGI:5594394	Gene	
Gm35236	MGI:5594395	Gene	
Gm35237	MGI:5594396	Gene	
Gm35239	MGI:5594398	Gene	
Gm35240	MGI:5594399	Gene	
Gm35241	MGI:5594400	Pseudogene	
Gm35242	MGI:5594401	Gene	
Gm35243	MGI:5594402	Gene	
Gm35244	MGI:5594403	Gene	
Gm35246	MGI:5594405	Gene	
Gm35247	MGI:5594406	Gene	
Gm35248	MGI:5594407	Gene	
Gm35249	MGI:5594408	Gene	
Gm35251	MGI:5594410	Gene	
Gm35252	MGI:5594411	Gene	
Gm35253	MGI:5594412	Gene	
Gm35254	MGI:5594413	Gene	
Gm35255	MGI:5594414	Gene	
Gm35256	MGI:5594415	Gene	
Gm35257	MGI:5594416	Gene	
Gm35260	MGI:5594419	Gene	
Gm35261	MGI:5594420	Gene	
Gm35262	MGI:5594421	Pseudogene	
Gm35265	MGI:5594424	Gene	
Gm35266	MGI:5594425	Gene	
Gm35267	MGI:5594426	Pseudogene	
Gm35268	MGI:5594427	Gene	
Gm35271	MGI:5594430	Gene	
Gm35274	MGI:5594433	Gene	
Gm35279	MGI:5594438	Gene	
Gm35280	MGI:5594439	Gene	
Gm35281	MGI:5594440	Gene	
